No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
17,Eli Rogers\RogeEl00,26,WR,,,187,5-10,Louisville,12/23/1992,2,,,$592944
2,Mason Rudolph\RudoMa00,23,QB,,,235,6-5,Oklahoma St.,7/17/1995,Rook,,Pittsburgh Steelers / 3rd / 76th pick / 2018,$480000
38,Jaylen Samuels\SamuJa00,22,TE,5,0,225,6-0,North Carolina St.,7/20/1996,Rook,,Pittsburgh Steelers / 5th / 165th pick / 2018,$480000
24,Coty Sensabaugh\SensCo00,30,CB,5,1,187,5-11,Clemson,11/15/1988,6,,Tennessee Titans / 4th / 115th pick / 2012,$1400000
50,Ryan Shazier\ShazRy00,26,OLB,,,230,6-1,Ohio St.,9/6/1992,4,,Pittsburgh Steelers / 1st / 15th pick / 2014,$458000
19,JuJu Smith-Schuster\SmitJu00,22,WR,6,5,215,6-1,USC,11/22/1996,1,,Pittsburgh Steelers / 2nd / 62nd pick / 2017,$655717
20,Cameron Sutton\SuttCa00,23,CB,6,1,188,5-11,Tennessee,2/27/1995,1,,Pittsburgh Steelers / 3rd / 94th pick / 2017,$587400
10,Ryan Switzer\SwitRy00,24,WR,6,1,185,5-8,North Carolina,11/4/1994,1,,Dallas Cowboys / 4th / 133rd pick / 2017,$555000
46,Matthew Thomas\ThomMa00,23,OLB,6,0,232,6-3,Florida St.,7/21/1995,Rook,,,$480000
91,Stephon Tuitt\TuitSt00,25,DT,6,6,303,6-6,Notre Dame,5/23/1993,4,,Pittsburgh Steelers / 2nd / 46th pick / 2014,$790000
78,Alejandro Villanueva\VillAl00,30,OL,6,6,320,6-9,Army,9/22/1988,4,,,$705000
96,Leterrius Walton\WaltLe00,26,DT,1,0,305,6-5,Central Michigan,3/31/1992,3,,Pittsburgh Steelers / 6th / 199th pick / 2015,$705000
13,James Washington\WashJa00,22,WR,6,3,213,5-11,Oklahoma St.,4/2/1996,Rook,,Pittsburgh Steelers / 2nd / 60th pick / 2018,$480000
90,T.J. Watt\WattT.00,24,OLB,6,6,252,6-4,Wisconsin,10/11/1994,1,,Pittsburgh Steelers / 1st / 30th pick / 2017,$885844
98,Vince Williams\WillVi01,29,ILB,5,5,233,6-1,Florida St.,12/27/1989,5,,Pittsburgh Steelers / 6th / 206th pick / 2013,$800000
,Team Total,26.5,,6,,246.5,6-2.4,,,3.9,,,
