No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
35,Jermaine Kelly\KellJe01,23,CB,,,204,6-1,WashingtonSan Jose St.,2/26/1995,Rook,,Houston Texans / 7th / 222nd pick / 2018,$363000
49,Josh Keyes\KeyeJo00,25,LB,1,0,225,6-2,Boston Col.,1/23/1993,3,,,
74,Kendall Lamm\LammKe00,26,T,7,5,299,6-6,Appalachian St.,6/5/1992,3,,,$705000
65,Greg Mancz\MancGr00,26,C,8,3,302,6-4,Toledo,4/23/1992,3,,,$1907000
66,Nick Martin\MartNi00,25,C,8,8,295,6-4,Notre Dame,4/29/1993,1,,Houston Texans / 2nd / 50th pick / 2016,$884088
32,Tyrann Mathieu\MathTy00,26,CB,8,8,190,5-9,LSU,5/13/1992,5,,Arizona Cardinals / 3rd / 69th pick / 2013,$2000000
55,Benardrick McKinney\McKiBe00,26,ILB,8,8,257,6-4,Mississippi St.,11/19/1992,3,,Houston Texans / 2nd / 43rd pick / 2015,$1163880
59,Whitney Mercilus\MercWh00,28,DE,8,5,258,6-4,Illinois,7/21/1990,6,,Houston Texans / 1st / 26th pick / 2012,$4750000
26,Lamar Miller\MillLa01,27,RB,7,7,221,5-10,Miami (FL),4/25/1991,6,,Miami Dolphins / 4th / 97th pick / 2012,$5000000
33,A.J. Moore\MoorA.00,23,DB,8,0,200,5-11,,12/15/1995,Rook,,,$480000
52,Brian Peters\PeteBr00,30,LB,4,0,237,6-4,Northwestern,10/31/1988,3,,,$705000
75,Martinas Rankin\RankMa00,24,OT,8,3,311,6-5,Mississippi St.,10/20/1994,Rook,,Houston Texans / 3rd / 80th pick / 2018,$480000
98,D.J. Reader\ReadD.00,24,DT,8,8,347,6-3,Clemson,7/1/1994,2,,Houston Texans / 5th / 166th pick / 2016,$630000
20,Justin Reid\ReidJu00,21,FS,8,4,203,6-1,Stanford,2/15/1997,Rook,,Houston Texans / 3rd / 68th pick / 2018,$480000
57,Brennan Scarlett\ScarBr00,25,LB,8,1,263,6-4,CaliforniaStanford,7/31/1993,2,,,$630000
71,David Sharpe\SharDa02,23,OT,2,0,343,6-6,Florida,10/21/1995,1,,Oakland Raiders / 4th / 129th pick / 2017,$457059
17,Vyncint Smith\SmitVy00,22,WR,3,1,202,6-3,,6/9/1996,Rook,,,$480000
83,Jordan Thomas\ThomJo05,22,TE,8,6,277,6-5,Mississippi St.,8/2/1996,Rook,,Houston Texans / 6th / 211th pick / 2018,$480000
34,Michael Tyson\TysoMi00,25,FS,3,1,200,6-2,Cincinnati,7/27/1993,Rook,,Seattle Seahawks / 6th / 187th pick / 2017,$391765
91,Carlos Watkins\WatkCa00,25,DT,1,0,297,6-3,Clemson,12/5/1993,1,,Houston Texans / 4th / 142nd pick / 2017,$555000
4,Deshaun Watson\WatsDe00,23,QB,8,8,220,6-2,Clemson,9/14/1995,1,,Houston Texans / 1st / 12th pick / 2017,$1094740
99,J.J. Watt\WattJ.00,29,DE,8,8,288,6-5,Central MichiganWisconsin,3/22/1989,7,,Houston Texans / 1st / 11th pick / 2011,$11000000
5,Joe Webb\WebbJo00,32,WR,8,0,231,6-4,Ala-Birmingham,11/14/1986,8,,Minnesota Vikings / 6th / 199th pick / 2010,$915000
36,Kayvon Webster\WebsKa00,27,CB,1,1,193,5-11,South Florida,2/1/1991,5,,Denver Broncos / 3rd / 90th pick / 2013,$790000
3,Brandon Weeden\WeedBr00,35,QB,1,0,227,6-3,Oklahoma St.,10/14/1983,6,,Cleveland Browns / 1st / 22nd pick / 2012,$790000
46,Jon Weeks\WeekJo00,32,C,8,0,242,5-10,Baylor,2/17/1986,8,,,$915000
43,Shareece Wright\WrigSh00,31,DB,5,1,184,5-11,USC,4/8/1987,7,,San Diego Chargers / 3rd / 89th pick / 2011,$861176
,Team Total,25.8,,8,,243.6,6-2.1,,,3.1,,,
