No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
32,David Fluellen\FlueDa00,26,RB,5,0,224,5-11,Toledo,1/29/1992,1,,,$630000
7,Blaine Gabbert\GabbBl00,29,QB,3,2,235,6-4,Missouri,10/15/1989,7,,Jacksonville Jaguars / 1st / 10th pick / 2011,$1500000
22,Derrick Henry\HenrDe00,24,RB,7,7,247,6-3,Alabama,1/4/1994,2,,Tennessee Titans / 2nd / 45th pick / 2016,$941630
25,Adoree' Jackson\JackAd00,23,CB,7,4,185,5-11,USC,9/18/1995,1,,Tennessee Titans / 1st / 18th pick / 2017,$977854
15,Darius Jennings\JennDa00,26,WR,7,0,180,5-10,Virginia,6/28/1992,3,,,$630000
94,Austin Johnson\JohnAu01,24,DT,7,5,314,6-4,Penn St.,5/8/1994,2,,Tennessee Titans / 2nd / 43rd pick / 2016,$964748
60,Ben Jones\JoneBe01,29,C,7,7,308,6-3,Georgia,7/2/1989,6,,Houston Texans / 4th / 99th pick / 2012,$4500000
90,DaQuan Jones\JoneDa04,27,DT,7,7,322,6-4,Penn St.,12/17/1991,4,,Tennessee Titans / 4th / 112th pick / 2014,$4000000
71,Dennis Kelly\KellDe00,28,OT,2,1,321,6-8,Purdue,1/16/1990,6,,Philadelphia Eagles / 5th / 153rd pick / 2012,$1100000
6,Brett Kern\KernBr20,32,P,7,0,214,6-2,Toledo,2/17/1986,10,,,$3000000
97,Darius Kilgo\KilgDa01,27,DT,3,0,320,6-3,Maryland,12/14/1991,3,,Denver Broncos / 6th / 203rd pick / 2015,$630000
64,Josh Kline\KlinJo01,29,OL,7,7,300,6-3,Kent St.,12/29/1989,5,,,$2500000
58,Harold Landry\LandHa00,22,OLB,6,0,252,6-2,Boston Col.,6/5/1996,Rook,,Tennessee Titans / 2nd / 41st pick / 2018,$480000
61,Corey Levin\LeviCo00,24,OL,7,1,307,6-4,Tenn-Chattanooga,8/12/1994,Rook,,Tennessee Titans / 6th / 217th pick / 2017,$555000
77,Taylor Lewan\LewaTa00,27,OT,6,6,309,6-7,Michigan,7/21/1991,4,,Tennessee Titans / 1st / 11th pick / 2014,$1000000
33,Dion Lewis\LewiDi00,28,RB,7,0,195,5-8,Pittsburgh,9/27/1990,7,,Philadelphia Eagles / 5th / 149th pick / 2011,$2000000
28,Kendrick Lewis\LewiKe00,30,DB,4,3,205,6-0,Mississippi,6/16/1988,8,,Kansas City Chiefs / 5th / 136th pick / 2010,$915000
96,Bennie Logan\LogaBe00,29,DT,6,0,315,6-2,LSU,12/28/1989,5,,Philadelphia Eagles / 3rd / 67th pick / 2013,$2000000
8,Marcus Mariota\MariMa01,25,QB,6,5,222,6-4,Oregon,10/30/1993,3,,Tennessee Titans / 1st / 2nd pick / 2015,$705000
00,Tyler Marz\MarzTy01,26,T,4,1,316,6-7,Wisconsin,9/9/1992,Rook,,,$522353
91,Derrick Morgan\MorgDe99,29,DE,6,5,261,6-4,Georgia Tech,1/6/1989,8,,Tennessee Titans / 1st / 16th pick / 2010,$6500000
98,Brian Orakpo\OrakBr99,32,LB,7,7,257,6-4,Texas,7/31/1986,9,,Washington Redskins / 1st / 13th pick / 2009,$7250000
50,Nate Palmer\PalmNa01,29,LB,,,248,6-2,Illinois St.,9/23/1989,5,,Green Bay Packers / 6th / 193rd pick / 2013,$1100000
66,Kevin Pamphile\PampKe00,28,OT,3,2,315,6-5,Purdue,11/27/1990,4,,Tampa Bay Buccaneers / 5th / 149th pick / 2014,$1000000
85,MyCole Pruitt\PruiMy00,26,TE,6,0,245,6-2,Southern Illinois,3/24/1992,3,,Minnesota Vikings / 5th / 143rd pick / 2015,$592941
24,Kalan Reed\ReedKa00,25,CB,,,199,5-11,Southern Miss,12/29/1993,2,,Tennessee Titans / 7th / 253rd pick / 2016,
26,Logan Ryan\RyanLo00,27,CB,7,7,195,5-11,Rutgers,2/9/1991,5,,New England Patriots / 3rd / 83rd pick / 2013,$10000000
19,Tajae Sharpe\SharTa00,24,WR,7,6,194,6-2,Massachusetts,12/23/1994,2,,Tennessee Titans / 5th / 140th pick / 2016,$630000
36,LeShaun Sims\SimsLe00,25,CB,7,0,203,6-0,Southern Utah,9/18/1993,2,,Tennessee Titans / 5th / 157th pick / 2016,$630000
81,Jonnu Smith\SmitJo01,23,TE,7,7,248,6-3,Florida International,8/22/1995,1,,Tennessee Titans / 3rd / 100th pick / 2017,$579000
23,Tye Smith\SmitTy01,25,CB,,,195,6-0,Towson,5/3/1993,3,,Seattle Seahawks / 5th / 170th pick / 2015,$393000
67,Quinton Spain\SpaiQu00,27,OG,6,6,330,6-4,West Virginia,8/7/1991,3,,,$1907000
42,Robert Spillane\SpilRo00,23,LB,2,0,229,6-1,,12/14/1995,Rook,,,$129200
61,Aaron Stinnie\StinAa00,24,G,1,0,312,6-3,,2/18/1994,Rook,,,$480000
88,Luke Stocker\StocLu00,30,TE,7,6,253,6-5,Tennessee,7/17/1988,7,,Tampa Bay Buccaneers / 4th / 104th pick / 2011,$1000000
4,Ryan Succop\SuccRy44,32,K,7,0,218,6-2,South Carolina,9/19/1986,9,,Kansas City Chiefs / 7th / 256th pick / 2009,$2250000
13,Taywan Taylor\TaylTa00,23,WR,7,1,203,5-11,West. Kentucky,3/2/1995,1,,Tennessee Titans / 3rd / 72nd pick / 2017,$630000
41,Brynden Trawick\TrawBr00,29,S,7,0,225,6-2,Troy,10/23/1989,5,,,$1750000
24,Kenny Vaccaro\VaccKe00,27,FS,4,4,214,6-0,Texas,2/15/1991,5,,New Orleans Saints / 1st / 15th pick / 2013,$900000
82,Delanie Walker\WalkHu00,34,TE,1,1,248,6-2,Central Missouri St.,8/12/1984,12,,San Francisco 49ers / 6th / 175th pick / 2006,$2570000
59,Wesley Woodyard\WoodWe20,32,LB,5,5,233,6-0,Kentucky,7/21/1986,10,,,$2700000
,Team Total,26.4,,7,,245.7,6-1.8,,,3.6,,,
