No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
97,Vinny Curry\CurrVi00,30,DE,5,5,279,6-3,Marshall,6/30/1988,6,,Philadelphia Eagles / 2nd / 59th pick / 2012,$3000000
54,Lavonte David\DaviLa00,28,OLB,6,6,233,6-1,Nebraska,1/23/1990,6,,Tampa Bay Buccaneers / 2nd / 58th pick / 2012,$8750000
33,Carlton Davis\DaviCa02,22,CB,5,5,206,6-1,Auburn,12/31/1996,Rook,,Tampa Bay Buccaneers / 2nd / 63rd pick / 2018,$480000
62,Evan Dietrich-Smith\DietEv00,32,G,6,0,308,6-2,Idaho St.,7/19/1986,9,,,$1000000
69,Demar Dotson\DotsDe00,33,T,6,6,315,6-9,Southern Miss,10/11/1985,9,,,$3975000
21,Justin Evans\EvanJu00,23,SS,6,6,199,6-0,Texas A&M,8/26/1995,1,,Tampa Bay Buccaneers / 2nd / 50th pick / 2017,$701332
13,Mike Evans\EvanMi00,25,WR,6,6,231,6-5,Texas A&M,8/21/1993,4,,Tampa Bay Buccaneers / 1st / 7th pick / 2014,$8258000
14,Ryan Fitzpatrick\FitzRy00,36,QB,4,4,223,6-2,Harvard,11/24/1982,13,,St. Louis Rams / 7th / 250th pick / 2005,$2000000
30,Maurice Fleming\FlemMa01,25,CB,,,202,5-11,West Virginia,12/6/1993,Rook,,,$363000
92,William Gholston\GholWi00,27,DE,6,2,281,6-6,Michigan St.,7/31/1991,5,,Tampa Bay Buccaneers / 4th / 126th pick / 2013,$6500000
12,Chris Godwin\GodwCh00,22,WR,6,0,209,6-1,Penn St.,2/27/1996,1,,Tampa Bay Buccaneers / 3rd / 84th pick / 2017,$581500
4,Ryan Griffin\GrifRy01,29,QB,,,210,6-5,Tulane,11/17/1989,5,,,$1300000
24,Brent Grimes\GrimBr20,35,DB,4,4,185,5-10,Shippensburg,7/19/1983,11,,,$3500000
28,Vernon Hargreaves\HargVe00,23,CB,1,1,204,5-10,Florida,6/3/1995,2,,Tampa Bay Buccaneers / 1st / 11th pick / 2016,$1738878
22,De'Vante Harris\HarrDe04,25,DB,,,190,5-11,Texas A&M,6/3/1993,2,,,
71,Demone Harris\HarrDe06,23,DE,1,0,272,6-4,,12/30/1995,Rook,,,$129200
80,O.J. Howard\HowaO.00,24,TE,6,5,251,6-6,Alabama,11/19/1994,1,,Tampa Bay Buccaneers / 1st / 19th pick / 2017,$969301
10,Adam Humphries\HumpAd00,25,WR,6,3,195,5-11,Clemson,1/24/1993,3,,,$2914000
11,DeSean Jackson\JackDe00,32,WR,6,5,175,5-10,California,12/1/1986,10,,Philadelphia Eagles / 2nd / 49th pick / 2008,$11000000
66,Ryan Jensen\JensRy00,27,T,6,6,319,6-4,Colorado State-Pueblo,5/27/1991,5,,Baltimore Ravens / 6th / 203rd pick / 2013,$2000000
39,Isaiah Johnson\JohnIs00,26,S,6,2,209,6-0,,10/14/1992,1,,,$555000
22,Ronald Jones\JoneRo01,21,RB,3,0,208,5-11,USC,8/3/1997,Rook,,Tampa Bay Buccaneers / 2nd / 38th pick / 2018,$480000
67,Mike Liedtke\LiedMi00,26,OL,,,305,6-3,,1/15/1992,1,,,$555000
43,Cameron Lynch\LyncCa00,25,LB,6,0,229,6-0,Syracuse,8/4/1993,3,,,$705000
74,Ali Marpet\MarpAl00,25,C,6,6,307,6-4,Hobart,4/17/1993,3,,Tampa Bay Buccaneers / 2nd / 61st pick / 2015,$874581
93,Gerald McCoy\McCoGe99,30,DT,5,5,300,6-4,Oklahoma,2/25/1988,8,,Tampa Bay Buccaneers / 1st / 3rd pick / 2010,$12250000
41,Kevin Minter\MintKe00,28,ILB,,,246,6-0,LSU,12/3/1990,5,,Arizona Cardinals / 2nd / 45th pick / 2013,
94,Carl Nassib\NassCa00,25,DE,6,1,275,6-7,Penn St.,4/12/1993,2,,Cleveland Browns / 3rd / 65th pick / 2016,$773000
56,Rakeem Nunez-Roches\NuneRa00,25,DT,1,0,307,6-2,Southern Miss,7/3/1993,3,,Kansas City Chiefs / 6th / 217th pick / 2015,$539118
90,Jason Pierre-Paul\PierJa99,29,DE,6,6,275,6-5,South Florida,1/1/1989,8,,New York Giants / 1st / 15th pick / 2010,$11250000
32,Jacquizz Rodgers\RodgJa00,28,RB,6,0,205,5-6,Oregon St.,2/6/1990,7,,Atlanta Falcons / 5th / 145th pick / 2011,$1600000
89,Garrison Sanborn\SanbGa00,33,C,6,0,240,6-1,Florida St.,7/31/1985,9,,,$1015000
76,Donovan Smith\SmitDo02,25,OT,6,6,338,6-6,Penn St.,6/23/1993,3,,Tampa Bay Buccaneers / 2nd / 34th pick / 2015,$1162571
29,Ryan Smith\SmitRy00,25,CB,6,3,189,5-11,North Carolina Central,9/7/1993,2,,Tampa Bay Buccaneers / 4th / 108th pick / 2016,$630000
57,Noah Spence\SpenNo00,24,DE,2,0,251,6-2,Ohio St.East. Kentucky,1/8/1994,2,,Tampa Bay Buccaneers / 2nd / 39th pick / 2016,$998755
36,M.J. Stewart\StewM.00,23,CB,6,4,200,5-11,North Carolina,9/16/1995,Rook,,Tampa Bay Buccaneers / 2nd / 53rd pick / 2018,$480000
53,Adarius Taylor\GlanAd00,28,LB,6,1,230,6-1,Florida Atlantic,9/21/1990,4,,,
96,Stevie Tu'ikolovatu\TuikSt00,27,DT,,,320,6-1,USC,6/28/1991,Rook,,Tampa Bay Buccaneers / 7th / 223rd pick / 2017,$363000
98,Mitch Unrein\UnreMi00,31,DT,,,301,6-4,Wyoming,3/25/1987,7,,,$1000000
50,Vita Vea\VeaxVi00,23,DT,3,1,347,6-4,Washington,2/5/1995,Rook,,Tampa Bay Buccaneers / 1st / 12th pick / 2018,$480000
17,Justin Watson\WatsJu01,23,WR,3,0,215,6-3,Pennsylvania,4/4/1995,Rook,,Tampa Bay Buccaneers / 5th / 144th pick / 2018,$480000
61,Leonard Wester\WestLe00,25,T,6,0,305,6-6,,1/3/1993,2,,,$630000
31,Jordan Whitehead\WhitJo03,21,SS,5,1,198,5-10,Pittsburgh,3/18/1997,Rook,,Tampa Bay Buccaneers / 4th / 117th pick / 2018,$480000
38,Shaun Wilson\WilsSh01,23,RB,3,0,185,5-9,,12/2/1995,Rook,,,$480000
3,Jameis Winston\WinsJa00,24,QB,3,2,231,6-4,Florida St.,1/6/1994,3,,Tampa Bay Buccaneers / 1st / 1st pick / 2015,$580588
,Team Total,26.2,,6,,242.4,6-1.9,,,3.7,,,
