No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
34,Grant Haley\HaleGr00,22,CB,1,0,190,5-9,,1/6/1996,Rook,,,$129200
30,Antonio Hamilton\HamiAn01,25,CB,6,0,190,6-0,South Carolina St.,1/24/1993,2,,,$630000
15,Quadree Henderson\HendQu00,22,WR,1,0,192,5-8,Pittsburgh,9/12/1996,Rook,,,
71,Will Hernandez\HernWi00,23,OG,7,7,327,6-2,Texas-El Paso,9/2/1995,Rook,,New York Giants / 2nd / 34th pick / 2018,$480000
95,B.J. Hill\HillB.00,23,DT,7,3,311,6-3,North Carolina St.,4/20/1995,Rook,,New York Giants / 3rd / 69th pick / 2018,$480000
20,Janoris Jenkins\JenkJa03,30,CB,7,7,190,5-10,North AlabamaFlorida,10/29/1988,6,,St. Louis Rams / 2nd / 39th pick / 2012,$6400000
78,John Jenkins\JenkJo00,29,DT,4,0,327,6-3,Georgia,7/11/1989,5,,New Orleans Saints / 3rd / 82nd pick / 2013,$790000
33,Mike Jordan\JordMi00,26,DB,2,0,200,6-1,Missouri Western St.,10/21/1992,2,,,$630000
12,Cody Latimer\LatiCo00,26,WR,4,1,215,6-2,Indiana,10/10/1992,4,,Denver Broncos / 2nd / 56th pick / 2014,$975000
17,Kyle Lauletta\LaulKy00,23,QB,,,222,6-2,Richmond,3/17/1995,Rook,,New York Giants / 4th / 108th pick / 2018,$480000
,Tony Lippett\LippTo00,26,WR,,,192,6-3,Michigan St.,7/2/1992,3,,Miami Dolphins / 5th / 156th pick / 2015,
10,Eli Manning\MannEl00,37,QB,7,7,220,6-5,Mississippi,1/3/1981,14,,San Diego Chargers / 1st / 1st pick / 2004,$1050000
96,Kareem Martin\MartKa00,26,DE,7,6,272,6-6,North Carolina,2/19/1992,4,,Arizona Cardinals / 3rd / 84th pick / 2014,$2250000
97,Josh Mauro\MaurJo00,27,DE,3,0,282,6-6,Stanford,2/17/1991,4,,,$790000
90,R.J. McIntosh\McInR.00,22,DT,,,291,6-4,Miami (FL),6/2/1996,Rook,,New York Giants / 5th / 139th pick / 2018,$363000
68,Brian Mihalik\MihaBr00,26,DE,,,315,6-9,Boston Col.,8/21/1992,1,,Philadelphia Eagles / 7th / 237th pick / 2015,$444706
29,Kamrin Moore\MoorKa01,22,CB,1,0,203,5-11,Boston Col.,10/1/1996,Rook,,New Orleans Saints / 6th / 189th pick / 2018,$480000
52,Alec Ogletree\OgleAl00,27,OLB,7,7,235,6-2,Georgia,9/25/1991,5,,St. Louis Rams / 1st / 30th pick / 2013,$3000000
70,Patrick Omameh\OmamPa00,29,G,6,6,327,6-4,Michigan,12/29/1989,5,,,$900000
39,Elijhaa Penny\PennEl00,25,RB,5,1,234,6-2,Idaho,8/17/1993,1,,,$489705
23,Paul Perkins\PerkPa00,24,RB,,,213,5-11,UCLA,11/16/1994,2,,New York Giants / 5th / 149th pick / 2016,$630000
77,Spencer Pulley\PullSp00,25,C,5,1,308,6-4,Vanderbilt,4/3/1993,2,,,$630000
35,Curtis Riley\RileCu00,26,CB,7,7,190,6-0,Fresno St.,7/18/1992,2,,,$630000
2,Aldrick Rosas\RosaAl00,24,K,7,0,221,6-3,Southern Oregon,12/30/1994,1,,,$555000
8,Russell Shepard\ShepRu00,28,WR,5,0,195,6-1,LSU,9/17/1990,5,,,$900000
87,Sterling Shepard\ShepSt00,25,WR,7,7,201,5-10,Oklahoma,2/10/1993,2,,New York Giants / 2nd / 40th pick / 2016,$990416
82,Scott Simonson\SimoSc00,26,TE,7,1,255,6-5,Assumption,4/13/1992,4,,,$705000
60,Kristjan Sokoli\SokoKr00,27,DT,,,300,6-5,Buffalo,9/24/1991,3,,Seattle Seahawks / 6th / 214th pick / 2015,$378000
76,Nate Solder\SoldNa00,30,OL,7,7,325,6-8,Colorado,4/12/1988,7,,New England Patriots / 1st / 17th pick / 2011,$5900000
23,Jonathan Stewart\StewJo00,31,RB,3,0,240,5-10,Oregon,3/21/1987,10,,Carolina Panthers / 1st / 13th pick / 2008,$1400000
57,Nathan Stupar\StupNa01,30,OLB,7,0,240,6-2,Penn St.,3/14/1988,6,,Oakland Raiders / 7th / 230th pick / 2012,$790000
3,Alex Tanney\TannAl00,31,QB,,,220,6-4,Monmouth (IL),11/11/1987,6,,,$555000
31,Michael Thomas\ThomMi02,28,S,7,2,195,5-11,Stanford,3/17/1990,5,,,$1100000
94,Dalvin Tomlinson\TomlDa00,24,DT,7,7,317,6-3,Alabama,2/28/1994,1,,New York Giants / 2nd / 55th pick / 2017,$672823
54,Olivier Vernon\VernOl00,28,DE,2,2,262,6-2,Miami (FL),10/7/1990,6,,Miami Dolphins / 3rd / 72nd pick / 2012,$12750000
23,B.W. Webb\WebbBW00,28,CB,7,4,190,5-11,William & Mary,5/3/1990,5,,Dallas Cowboys / 4th / 114th pick / 2013,$790000
63,Chad Wheeler\WheeCh00,24,OT,7,5,312,6-7,USC,1/19/1994,1,,,$555000
79,Jordan Williams\WillJo05,25,DE,,,272,6-4,Tennessee,3/23/1993,3,,,$378000
72,Kerry Wynn\WynnKe00,27,DE,7,3,264,6-5,Richmond,2/12/1991,4,,,$825000
,Team Total,26.1,,7,,243.1,6-1.8,,,3.6,,,
