No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
76,Mike Iupati\IupaMi20,31,G,6,6,331,6-5,Idaho,5/12/1987,8,,San Francisco 49ers / 1st / 17th pick / 2010,$5000000
31,David Johnson\JohnDa08,27,RB,7,7,224,6-1,Northern Iowa,12/16/1991,3,,Arizona Cardinals / 3rd / 86th pick / 2015,$1882500
55,Chandler Jones\JoneCh03,28,DE,7,7,265,6-5,Syracuse,2/27/1990,6,,New England Patriots / 1st / 21st pick / 2012,$12500000
13,Christian Kirk\KirkCh01,22,WR,7,3,200,5-11,Texas A&M,11/18/1996,Rook,,Arizona Cardinals / 2nd / 47th pick / 2018,$480000
2,Andy Lee\LeexAn20,36,P,7,0,185,6-1,Pittsburgh,8/11/1982,14,,San Francisco 49ers / 6th / 188th pick / 2004,$1015000
22,T.J. Logan\LogaT.00,24,RB,1,0,196,5-10,North Carolina,9/3/1994,Rook,,Arizona Cardinals / 5th / 179th pick / 2017,$480000
50,Gabe Martin\MartGa00,26,LB,,,236,6-2,Bowling Green,6/5/1992,3,,,$393000
91,Benson Mayowa\MayoBe00,27,DE,7,3,265,6-3,Idaho,8/3/1991,5,,,$790000
56,Zach Moore\MoorZa00,28,DE,7,0,275,6-6,Concordia-St.Paul (MN),9/5/1990,4,,New England Patriots / 6th / 198th pick / 2014,$705000
62,Daniel Munyer\MunyDa00,26,OL,5,1,305,6-1,Colorado,3/4/1992,3,,,$555000
14,JJ Nelson\NelsJJ00,26,WR,7,1,160,5-10,Ala-Birmingham,4/24/1992,3,,Arizona Cardinals / 5th / 159th pick / 2015,$1907000
90,Robert Nkemdiche\NkemRo00,24,DT,6,5,296,6-4,Mississippi,9/19/1994,2,,Arizona Cardinals / 1st / 29th pick / 2016,$1231873
42,Jonathan Owens\OwenJo01,23,S,,,210,5-11,,7/22/1995,Rook,,,$363000
98,Corey Peters\PeteCo00,30,DT,7,7,305,6-3,Kentucky,6/8/1988,8,,Atlanta Falcons / 3rd / 83rd pick / 2010,$1250000
21,Patrick Peterson\PetePa00,28,CB,7,7,203,6-1,LSU,7/11/1990,7,,Arizona Cardinals / 1st / 5th pick / 2011,$11000000
72,Olsen Pierre\PierOl00,27,DT,5,0,293,6-4,Miami (FL),8/27/1991,1,,,$630000
35,Eddie Pleasant\PleaEd00,30,SS,,,210,5-10,Oregon,12/17/1988,6,,,
67,Justin Pugh\PughJu00,28,OG,6,6,311,6-5,Syracuse,8/12/1990,5,,New York Giants / 1st / 19th pick / 2013,$1000000
43,Haason Reddick\ReddHa00,24,OLB,7,3,235,6-1,Temple,9/22/1994,1,,Arizona Cardinals / 1st / 13th pick / 2017,$1077635
3,Josh Rosen\RoseJo01,21,QB,5,4,218,6-4,UCLA,2/10/1997,Rook,,Arizona Cardinals / 1st / 10th pick / 2018,$480000
86,Ricky Seals-Jones\SealRi00,23,WR,7,4,243,6-5,Texas A&M,3/15/1995,1,,,$555000
16,Trent Sherfield\SherTr00,22,WR,5,0,205,6-1,,2/26/1996,Rook,,,$480000
53,A.Q. Shipley\ShipA.20,32,C,,,307,6-1,Penn St.,5/22/1986,9,,Pittsburgh Steelers / 7th / 226th pick / 2009,$1500000
71,Andre Smith\SmitAn23,31,T,4,4,330,6-4,Alabama,1/25/1987,9,,Cincinnati Bengals / 1st / 6th pick / 2009,$915000
21,Jamar Taylor\TaylJa01,28,CB,7,3,192,5-11,Boise St.,9/29/1990,5,,Miami Dolphins / 2nd / 54th pick / 2013,$975000
47,Zeke Turner\TurnZe00,22,S,7,0,214,6-2,,6/9/1996,Rook,,,$480000
68,Jeremy Vujnovich\VujnJe00,28,T,2,0,300,6-5,Louisiana College,10/12/1990,4,,,$630000
59,Joe Walker\WalkJo01,26,ILB,5,0,236,6-2,Oregon,12/11/1992,1,,Philadelphia Eagles / 7th / 251st pick / 2016,$489706
73,John Wetzel\WetzJo00,27,T,7,4,328,6-7,Boston Col.,7/18/1991,5,,,$630000
26,Brandon Williams\WillBr07,26,CB,7,0,200,6-0,Texas A&M,9/9/1992,2,,Arizona Cardinals / 3rd / 92nd pick / 2016,$656000
10,Chad Williams\WillCh05,24,WR,7,4,204,6-1,Grambling St.,10/19/1994,1,,Arizona Cardinals / 3rd / 98th pick / 2017,$581500
,Team Total,26.9,,7,,244.1,6-2.0,,,4.1,,,
