No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
20,Robert Kelley\KellRo00,26,RB,2,0,229,6-0,Tulane,10/3/1992,2,,,$630000
91,Ryan Kerrigan\KerrRy00,30,DE,6,6,259,6-4,Purdue,8/16/1988,7,,Washington Redskins / 1st / 16th pick / 2011,$9000000
60,Arie Kouandjio\KouaAr00,26,OG,,,316,6-5,Alabama,4/23/1992,3,,Washington Redskins / 4th / 112th pick / 2015,$705000
39,Kenny Ladler\LadlKe00,26,FS,5,0,200,6-1,Vanderbilt,6/23/1992,4,,,$522352
77,Shawn Lauvao\LauvSh20,31,G,3,3,308,6-3,Arizona St.,10/26/1987,8,,Cleveland Browns / 3rd / 92nd pick / 2010,$950000
34,Byron Marshall\MarsBy01,24,RB,,,225,5-9,Oregon,2/13/1994,2,,,$393000
12,Colt McCoy\McCoCo00,32,QB,1,0,210,6-1,Texas,9/5/1986,8,,Cleveland Browns / 3rd / 85th pick / 2010,$2800000
92,Stacy McGee\McGeSt01,28,DT,,,339,6-3,Oklahoma,1/17/1990,5,,Oakland Raiders / 6th / 205th pick / 2013,$3750000
96,Pernell McPhee\McPhPe00,30,DL,6,0,265,6-3,Mississippi St.,12/17/1988,7,,Baltimore Ravens / 5th / 165th pick / 2011,$950000
31,Fabian Moreau\MoreFa00,24,CB,6,4,200,6-0,UCLA,4/9/1994,1,,Washington Redskins / 3rd / 81st pick / 2017,$588000
76,Morgan Moses\MoseMo00,27,OT,6,6,335,6-6,Virginia,3/3/1991,4,,Washington Redskins / 3rd / 66th pick / 2014,$3250000
35,Montae Nicholson\NichMo00,23,SS,6,6,215,6-2,Michigan St.,12/4/1995,1,,Washington Redskins / 4th / 123rd pick / 2017,$555000
24,Josh Norman\NormJo01,31,CB,6,6,200,6-0,Coastal Carolina,12/15/1987,6,,Carolina Panthers / 5th / 143rd pick / 2012,$13300000
79,Ty Nsekhe\NsekTy00,33,T,6,0,330,6-8,Texas St.,10/27/1985,6,,,$2914000
95,Da'Ron Payne\PaynDa00,21,DT,6,6,319,6-3,Alabama,5/27/1997,Rook,,Washington Redskins / 1st / 13th pick / 2018,$480000
32,Samaje Perine\PeriSa00,23,RB,2,0,233,5-11,Oklahoma,9/16/1995,1,,Washington Redskins / 4th / 114th pick / 2017,$555000
26,Adrian Peterson\PeteAd01,33,RB,6,6,220,6-1,Oklahoma,3/21/1985,11,,Minnesota Vikings / 1st / 7th pick / 2007,$1015000
83,Brian Quick\QuicBr00,29,WR,5,2,215,6-3,Appalachian St.,6/5/1989,6,,St. Louis Rams / 2nd / 33rd pick / 2012,$743529
14,Trey Quinn\QuinTr00,23,WR,1,0,200,6-0,SMU,12/7/1995,Rook,,Washington Redskins / 7th / 256th pick / 2018,$451760
86,Jordan Reed\ReedJo02,28,TE,6,4,245,6-2,Florida,7/3/1990,5,,Washington Redskins / 3rd / 85th pick / 2013,$8250000
10,Paul Richardson\RichPa01,26,WR,5,2,170,6-0,Colorado,4/13/1992,4,,Seattle Seahawks / 2nd / 45th pick / 2014,$1500000
73,Chase Roullier\RoulCh00,25,C,6,6,310,6-4,Wyoming,8/23/1993,1,,Washington Redskins / 6th / 199th pick / 2017,$555000
75,Brandon Scherff\ScheBr00,27,G,6,6,315,6-5,Iowa,12/26/1991,3,,Washington Redskins / 1st / 5th pick / 2015,$705000
97,Tim Settle\SettTi00,21,DT,6,0,328,6-3,Virginia Tech,7/11/1997,Rook,,Washington Redskins / 5th / 163rd pick / 2018,$480000
89,Cam Sims\SimsCa00,22,WR,1,0,214,6-5,,1/6/1996,Rook,,,$369882
11,Alex Smith\SmitAl03,34,QB,6,6,213,6-4,Utah,5/7/1984,13,,San Francisco 49ers / 1st / 1st pick / 2005,$13000000
94,Preston Smith\SmitPr00,26,DE,6,6,265,6-5,Mississippi St.,11/17/1992,3,,Washington Redskins / 2nd / 38th pick / 2015,$1223094
87,Jeremy Sprinkle\SpriJe00,24,TE,6,3,252,6-5,Arkansas,8/10/1994,1,,Washington Redskins / 5th / 154th pick / 2017,$555000
25,Greg Stroman\StroGr00,22,CB,6,1,180,5-11,Virginia Tech,3/8/1996,Rook,,Washington Redskins / 7th / 241st pick / 2018,$480000
57,Nick Sundberg\SundNi00,31,C,6,0,256,6-0,California,7/29/1987,8,,,$915000
36,D.J. Swearinger\SweaDJ00,27,FS,6,6,205,5-10,South Carolina,9/1/1991,5,,Houston Texans / 2nd / 57th pick / 2013,$3000000
25,Chris Thompson\ThomCh03,28,RB,4,0,195,5-8,Florida St.,10/20/1990,5,,Washington Redskins / 5th / 154th pick / 2013,$1996000
56,Zach Vigil\VigiZa00,27,ILB,6,0,238,6-2,Utah St.,3/28/1991,3,,,$705000
5,Tress Way\WayxTr00,28,P,6,0,216,6-1,Oklahoma,4/18/1990,4,,,$1350000
71,Trent Williams\WillTr21,30,T,6,6,320,6-5,Oklahoma,7/19/1988,8,,Washington Redskins / 1st / 4th pick / 2010,$9850000
,Team Total,26.7,,6,,241.6,6-2.0,,,3.8,,,
