No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
8,Lamar Jackson\JackLa00,21,QB,7,0,212,6-2,Louisville,1/17/1997,Rook,,Baltimore Ravens / 1st / 32nd pick / 2018,$480000
38,Stanley Jean-Baptiste\JeanSt00,28,CB,,,216,6-3,Nebraska,4/12/1990,4,,New Orleans Saints / 2nd / 58th pick / 2014,$393000
23,Tony Jefferson\JeffTo00,26,FS,7,7,211,5-11,Oklahoma,1/27/1992,5,,,$1000000
27,Cyrus Jones\JoneCy00,25,CB,2,0,195,5-10,Alabama,11/29/1993,2,,New England Patriots / 2nd / 60th pick / 2016,$718235
99,Matt Judon\JudoMa00,26,DE,7,5,261,6-3,Grand Valley St.,8/15/1992,2,,Baltimore Ravens / 5th / 146th pick / 2016,$630000
4,Sam Koch\KochSa20,36,P,7,0,222,6-1,Nebraska,8/13/1982,12,,Baltimore Ravens / 6th / 203rd pick / 2006,$2750000
17,Jordan Lasley\LaslJo00,22,WR,,,213,6-1,UCLA,11/13/1996,Rook,,Baltimore Ravens / 5th / 162nd pick / 2018,$480000
41,Anthony Levine\LeviAn00,31,S,7,0,207,5-11,Tennessee St.,3/27/1987,7,,,$1400000
72,Alex Lewis\LewiAl01,26,OT,6,6,305,6-6,Nebraska,4/21/1992,2,,Baltimore Ravens / 4th / 130th pick / 2016,$630000
50,Albert McClellan\McClAl00,32,DE,5,1,235,6-2,Marshall,6/4/1986,7,,,$807353
10,Chris Moore\MoorCh00,25,WR,7,0,200,6-1,Cincinnati,6/16/1993,2,,Baltimore Ravens / 4th / 107th pick / 2016,$630000
57,C.J. Mosley\MoslC.00,26,ILB,6,6,241,6-2,Alabama,6/19/1992,4,,Baltimore Ravens / 1st / 17th pick / 2014,$8718000
48,Patrick Onwuasor\OnwuPa00,26,LB,7,3,227,6-0,ArizonaPortland St.,8/22/1992,2,,,$630000
97,Michael Pierce\PierMi00,26,DT,5,0,340,6-0,Samford,11/6/1992,2,,,$630000
42,Patrick Ricard\RicaPa00,24,DE,6,1,311,6-3,Maine,5/27/1994,1,,,$555000
12,Jaleel Scott\ScotJa02,23,WR,,,210,6-5,New Mexico St.,2/23/1995,Rook,,Baltimore Ravens / 4th / 132nd pick / 2018,$363000
64,Greg Senat\SenaGr00,24,OT,,,305,6-6,Wagner,9/8/1994,Rook,,Baltimore Ravens / 6th / 212th pick / 2018,$363000
95,Zach Sieler\SielZa00,23,DE,1,0,290,6-6,Ferris St.,9/7/1995,Rook,,Baltimore Ravens / 7th / 238th pick / 2018,$480000
68,Matt Skura\SkurMa01,25,C,7,7,313,6-3,Duke,2/17/1993,1,,,$555000
22,Jimmy Smith\SmitJi03,30,CB,3,1,210,6-2,Colorado,7/26/1988,7,,Baltimore Ravens / 1st / 27th pick / 2011,$6882353
90,Za'Darius Smith\SmitZa00,26,DE,7,2,272,6-4,Kentucky,9/8/1992,3,,Baltimore Ravens / 4th / 122nd pick / 2015,$1907000
83,Willie Snead\SneaWi00,26,WR,7,3,205,5-11,Ball St.,10/17/1992,4,,,$1000000
79,Ronnie Stanley\StanRo00,24,OT,7,7,315,6-6,Notre Dame,3/18/1994,2,,Baltimore Ravens / 1st / 6th pick / 2016,$2312212
55,Terrell Suggs\SuggTe99,36,LB,7,7,265,6-3,Arizona St.,10/11/1982,15,,Baltimore Ravens / 1st / 10th pick / 2003,$4000000
9,Justin Tucker\TuckJu00,29,K,7,0,180,6-1,Texas,11/21/1989,6,,,$2950000
47,De'Lance Turner\TurnDe01,23,RB,4,0,214,5-11,,8/23/1995,Rook,,,$129200
96,Brent Urban\UrbaBr00,27,DE,7,7,300,6-7,Virginia,5/5/1991,4,,Baltimore Ravens / 4th / 134th pick / 2014,$1000000
6,Kaare Vedvik\VedvKa00,24,P,,,210,6-3,Marshall,3/16/1994,Rook,,,$363000
80,Darren Waller\WallDa01,26,WR,,,255,6-6,Georgia Tech,9/13/1992,3,,Baltimore Ravens / 6th / 204th pick / 2015,$129200
32,Eric Weddle\WeddEr99,33,DB,7,7,195,5-11,Utah,1/4/1985,11,,San Diego Chargers / 2nd / 37th pick / 2007,$6500000
98,Brandon Williams\WillBr02,29,DT,7,7,336,6-1,Missouri Southern,2/21/1989,5,,Baltimore Ravens / 3rd / 94th pick / 2013,$1000000
87,Maxx Williams\WillMa04,24,TE,7,5,252,6-4,Minnesota,4/12/1994,3,,Baltimore Ravens / 2nd / 55th pick / 2015,$987646
56,Tim Williams\WillTi00,25,OLB,6,0,252,6-3,Alabama,11/12/1993,1,,Baltimore Ravens / 3rd / 78th pick / 2017,$595000
93,Chris Wormley\WormCh00,25,DT,7,5,300,6-5,Michigan,10/25/1993,1,,Baltimore Ravens / 3rd / 74th pick / 2017,$626000
73,Marshal Yanda\YandMa20,34,T,7,7,305,6-3,Iowa,9/15/1984,11,,Baltimore Ravens / 3rd / 86th pick / 2007,$7000000
40,Kenny Young\YounKe03,24,LB,7,3,234,6-1,UCLA,11/15/1994,Rook,,Baltimore Ravens / 4th / 122nd pick / 2018,$480000
25,Tavon Young\YounTa01,24,CB,7,3,185,5-9,Temple,3/14/1994,2,,Baltimore Ravens / 4th / 104th pick / 2016,$630000
,Team Total,26.3,,7,,242.8,6-1.8,,,3.3,,,
