No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
99,Aaron Lynch\LyncAa00,25,DE,6,1,270,6-6,South Florida,3/8/1993,4,,San Francisco 49ers / 5th / 150th pick / 2014,$2200000
52,Khalil Mack\MackKh00,27,OLB,6,5,252,6-3,Buffalo,2/22/1991,4,,Oakland Raiders / 1st / 5th pick / 2014,$7000000
70,Bobby Massie\MassBo00,29,T,6,6,317,6-6,Mississippi,8/1/1989,6,,Arizona Cardinals / 4th / 112th pick / 2012,$4250000
27,Sherrick McManis\McMaSh99,31,DB,6,0,193,6-1,Northwestern,12/19/1987,8,,Houston Texans / 5th / 144th pick / 2010,$1100000
17,Anthony Miller\MillAn02,24,WR,5,1,190,5-11,Memphis,10/9/1994,Rook,,Chicago Bears / 2nd / 51st pick / 2018,$480000
86,Zach Miller\MillZa02,34,TE,,,245,6-5,Nebraska-Omaha,10/4/1984,9,,Jacksonville Jaguars / 6th / 180th pick / 2009,$458000
98,Bilal Nichols\NichBi00,22,DT,5,0,290,6-4,Delaware,9/14/1996,Rook,,Chicago Bears / 5th / 145th pick / 2018,$480000
16,Pat O'Donnell\ODonPa00,27,P,6,0,217,6-4,Miami (FL),2/22/1991,4,,Chicago Bears / 6th / 191st pick / 2014,$1000000
1,Cody Parkey\ParkCo03,26,K,6,0,190,6-0,Auburn,2/19/1992,4,,,$1250000
95,Roy Robertson-Harris\RobeRo00,25,LB,6,0,294,6-7,,7/23/1993,1,,,$555000
12,Allen Robinson\RobiAl02,25,WR,6,5,211,6-3,Penn St.,8/24/1993,4,,Jacksonville Jaguars / 2nd / 61st pick / 2014,$4000000
48,Patrick Scales\ScalPa00,30,LS,6,0,239,6-4,Utah St.,2/11/1988,4,,,$630000
87,Adam Shaheen\ShahAd00,24,TE,,,270,6-5,Ashland,10/24/1994,1,,Chicago Bears / 2nd / 45th pick / 2017,$733661
88,Dion Sims\SimsDi00,27,TE,6,3,268,6-4,Michigan St.,2/18/1991,5,,Miami Dolphins / 4th / 106th pick / 2013,$6000000
58,Roquan Smith\SmitRo07,21,ILB,6,5,225,6-1,Georgia,4/8/1997,Rook,,Chicago Bears / 1st / 8th pick / 2018,$480000
79,Bradley Sowell\SoweBr00,29,T,6,0,312,6-7,Mississippi,6/6/1989,6,,,$850000
22,Kevin Toliver\ToliKe00,23,DB,5,1,192,6-2,,11/24/1995,Rook,,,$480000
59,Danny Trevathan\TrevDa00,28,OLB,6,6,239,6-1,Kentucky,3/24/1990,6,,Denver Broncos / 6th / 188th pick / 2012,$5800000
10,Mitch Trubisky\TrubMi00,24,QB,6,6,222,6-3,North Carolina,8/20/1994,1,,Chicago Bears / 1st / 2nd pick / 2017,$555000
48,Andrew Trumbetti\TrumAn00,22,LB,,,263,6-4,,3/14/1996,Rook,,,$363000
11,Kevin White\WhitKe00,26,WR,6,0,216,6-3,West Virginia,6/25/1992,2,,Chicago Bears / 1st / 7th pick / 2015,$2693597
65,Cody Whitehair\WhitCo03,26,OG,6,6,310,6-4,Kansas St.,7/11/1992,2,,Chicago Bears / 2nd / 56th pick / 2016,$834051
97,Nicholas Williams\WillNi01,28,DT,1,0,297,6-4,Samford,2/21/1990,4,,Pittsburgh Steelers / 7th / 223rd pick / 2013,$705000
83,Javon Wims\WimsJa00,24,WR,1,0,215,6-4,Georgia,9/11/1994,Rook,,Chicago Bears / 7th / 224th pick / 2018,$480000
78,Bryan Witzmann\WitzBr00,28,T,,,320,6-7,South Dakota St.,6/16/1990,4,,,$557647
,Team Total,26.2,,6,,242.8,6-2.2,,,3.3,,,
