No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
20,Adam Jones\JonePa20,35,DB,4,2,185,5-10,West Virginia,9/30/1983,13,,Tennessee Titans / 1st / 6th pick / 2005,$1015000
43,Joseph Jones\JoneJo05,24,OLB,7,0,240,6-0,Northwestern,2/21/1994,1,,,$555000
70,Sam Jones\JoneSa00,22,OG,,,305,6-5,Arizona St.,2/21/1996,Rook,,Denver Broncos / 6th / 183rd pick / 2018,$480000
4,Case Keenum\KeenCa00,30,QB,7,7,215,6-1,Houston,2/17/1988,6,,,$8000000
92,Zach Kerr\KerrZa00,28,NT,7,0,334,6-2,Delaware,8/29/1990,4,,,$1250000
42,Casey Kreiter\KreiCa00,28,LS,7,0,250,6-1,Iowa,8/13/1990,2,,,$630000
83,Matt LaCosse\LaCoMa00,26,TE,7,0,255,6-6,Illinois,9/21/1992,3,,,$555000
65,Ronald Leary\LearRo00,29,G,6,6,320,6-3,Memphis,4/29/1989,6,,,$7650000
30,Phillip Lindsay\LindPh00,24,RB,7,0,190,5-8,,7/24/1994,Rook,,,$480000
54,Brandon Marshall\MarsBr01,29,OLB,7,6,250,6-1,Nevada,9/10/1989,6,,Jacksonville Jaguars / 5th / 142nd pick / 2012,$5000000
60,Connor McGovern\McGoCo00,25,OG,7,6,306,6-4,Missouri,4/27/1993,1,,Denver Broncos / 5th / 144th pick / 2016,$630000
16,Isaiah McKenzie\McKeIs00,23,WR,,,173,5-7,Georgia,4/9/1995,1,,Denver Broncos / 5th / 172nd pick / 2017,
8,Brandon McManus\McMaBr01,27,K,7,0,201,6-3,Temple,7/25/1991,4,,,$2250000
58,Von Miller\MillVo00,29,LB,7,7,250,6-3,Texas A&M,3/26/1989,7,,Denver Broncos / 1st / 2nd pick / 2011,$2000000
53,Deiontrez Mount\MounDe00,25,OLB,,,253,6-5,Louisville,2/26/1993,3,,Tennessee Titans / 6th / 177th pick / 2015,$433000
61,Matt Paradis\ParaMa00,29,C,7,7,300,6-3,Boise St.,10/12/1989,4,,Denver Broncos / 6th / 207th pick / 2014,$2914000
89,Brian Parker\ParkBr00,26,TE,4,0,265,6-4,Albany,5/30/1992,3,,,$129200
34,Will Parks\ParkWi01,24,S,7,0,194,6-1,Arizona,7/29/1994,2,,Denver Broncos / 6th / 219th pick / 2016,$630000
81,Tim Patrick\PatrTi00,25,WR,7,1,210,6-5,Utah,11/23/1993,Rook,,,$480000
94,Domata Peko\PekoDo20,34,DT,7,7,325,6-3,Michigan St.,11/27/1984,12,,Cincinnati Bengals / 4th / 123rd pick / 2006,$3700000
56,Shane Ray\RayxSh00,25,DE,6,0,245,6-3,Missouri,5/18/1993,3,,Denver Broncos / 1st / 23rd pick / 2015,$1678484
29,Bradley Roby\RobyBr00,26,CB,7,7,194,5-11,Ohio St.,5/1/1992,4,,Denver Broncos / 1st / 31st pick / 2014,$8526000
10,Emmanuel Sanders\SandEm00,31,WR,7,7,180,5-11,SMU,3/17/1987,8,,Pittsburgh Steelers / 3rd / 82nd pick / 2010,$8250000
31,Justin Simmons\SimmJu00,25,FS,7,7,202,6-2,Boston Col.,11/19/1993,2,,Denver Broncos / 3rd / 98th pick / 2016,$630000
26,Darian Stewart\StewDa00,30,DB,7,7,214,5-11,South Carolina,8/4/1988,8,,,$4500000
14,Courtland Sutton\SuttCo00,23,WR,7,1,218,6-3,SMU,10/10/1995,Rook,,Denver Broncos / 2nd / 40th pick / 2018,$480000
87,Jordan Taylor\TaylJo01,26,WR,,,210,6-5,Rice,2/18/1992,2,,,$393000
88,Demaryius Thomas\ThomDe03,31,WR,7,7,229,6-3,Georgia Tech,12/25/1987,8,,Denver Broncos / 1st / 22nd pick / 2010,$8500000
35,Dymonte Thomas\ThomDy01,25,SS,5,0,199,6-2,Michigan,11/30/1993,1,,,$555000
38,Shamarko Thomas\ThomSh00,27,SS,2,0,205,5-9,Syracuse,2/23/1991,5,,Pittsburgh Steelers / 4th / 111th pick / 2013,$743536
77,Billy Turner\TurnBi00,27,OT,7,3,310,6-5,North Dakota St.,10/17/1991,4,,Miami Dolphins / 3rd / 67th pick / 2014,$1500000
66,Jared Veldheer\VeldJa20,31,T,4,4,321,6-8,Hillsdale,6/14/1987,8,,Oakland Raiders / 3rd / 69th pick / 2010,$6500000
3,Colby Wadman\WadmCo00,23,P,3,0,213,6-1,,4/19/1995,Rook,,,$367055
57,DeMarcus Walker\WalkDe03,24,DE,1,0,280,6-4,Florida St.,9/30/1994,1,,Denver Broncos / 2nd / 51st pick / 2017,$695630
68,Elijah Wilkinson\WilkEl00,23,OT,3,0,329,6-4,Massachusetts,2/10/1995,1,,,$555000
95,Derek Wolfe\WolfDe00,28,DT,7,7,285,6-5,Cincinnati,2/24/1990,6,,Denver Broncos / 2nd / 36th pick / 2012,$8000000
41,Isaac Yiadom\YiadIs00,22,CB,5,0,190,6-1,Boston Col.,2/20/1996,Rook,,Denver Broncos / 3rd / 99th pick / 2018,$480000
,Team Total,26.5,,7,,244.2,6-2.0,,,3.5,,,
