No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
4,Lac Edwards\EdwaLa01,26,P,7,0,209,6-4,Sam Houston St.,4/27/1992,2,,New York Jets / 7th / 235th pick / 2016,$630000
81,Quincy Enunwa\EnunQu00,26,WR,6,6,225,6-2,Nebraska,5/31/1992,4,,New York Jets / 6th / 209th pick / 2014,$2914000
94,Folorunso Fatukasi\FatuFo00,23,DT,,,318,6-4,Connecticut,3/4/1995,Rook,,New York Jets / 6th / 180th pick / 2018,$480000
78,Jonotthan Harrison\HarrJo03,27,C,6,0,300,6-4,Florida,8/25/1991,4,,,$7900000
35,De'Angelo Henderson Sr.\HendDe02,26,RB,,,208,5-7,,11/24/1992,Rook,,,
42,Thomas Hennessy\HennTh00,24,LS,7,0,246,6-2,Duke,6/11/1994,1,,,$555000
89,Christopher Herndon\HernCh00,22,TE,7,5,253,6-4,Miami (FL),2/23/1996,Rook,,New York Jets / 4th / 107th pick / 2018,$480000
46,Neville Hewitt\HewiNe00,25,LB,7,0,234,6-2,Marshall,4/6/1993,3,,,$705000
71,Ben Ijalana\IjalBe00,29,OL,,,322,6-4,Villanova,8/6/1989,7,,Indianapolis Colts / 2nd / 49th pick / 2011,$1900000
48,Jordan Jenkins\JenkJo01,24,OLB,7,6,259,6-3,Georgia,7/1/1994,2,,New York Jets / 3rd / 83rd pick / 2016,$6500000
22,Trumaine Johnson\JohnTr05,28,CB,4,4,213,6-2,Montana,1/1/1990,6,,St. Louis Rams / 3rd / 65th pick / 2012,$6000000
31,Derrick Jones\JoneDe02,24,CB,,,188,6-2,Mississippi,12/4/1994,1,,New York Jets / 6th / 204th pick / 2017,$555000
10,Jermaine Kearse\KearJe01,28,WR,6,3,209,6-1,Washington,2/6/1990,6,,,$5000000
58,Darron Lee\LeexDa00,24,OLB,7,7,232,6-1,Ohio St.,10/18/1994,2,,New York Jets / 1st / 20th pick / 2016,$1379241
86,Jordan Leggett\LeggJo00,23,TE,6,1,258,6-5,Clemson,1/31/1995,Rook,,New York Jets / 5th / 150th pick / 2017,$555000
61,Spencer Long\LongSp00,28,OG,7,7,318,6-5,Nebraska,11/8/1990,4,,Washington Redskins / 3rd / 78th pick / 2014,$5000000
50,Frankie Luvu\LuvuFr00,22,LB,6,0,236,6-3,,9/19/1996,Rook,,,$480000
95,Josh Martin\MartJo02,27,LB,1,0,245,6-3,Columbia,11/7/1991,5,,,$1800000
82,Rishard Matthews\MattRi00,29,WR,,,217,6-0,Nevada,10/12/1989,6,,Miami Dolphins / 7th / 227th pick / 2012,
26,Marcus Maye\MayeMa00,25,FS,3,3,207,6-0,Florida,3/9/1993,1,,New York Jets / 2nd / 39th pick / 2017,$762911
15,Josh McCown\McCoJo01,39,QB,,,218,6-4,SMUSam Houston St.,7/4/1979,16,,Arizona Cardinals / 3rd / 81st pick / 2002,$5000000
25,Elijah McGuire\McGuEl00,24,RB,,,214,5-10,Louisiana,6/1/1994,1,,New York Jets / 6th / 188th pick / 2017,$378000
99,Steve McLendon\McLeSt00,32,DT,7,7,310,6-3,Troy,1/3/1986,8,,,$3125000
36,Doug Middleton\MiddDo01,25,S,7,4,210,6-0,Appalachian St.,9/25/1993,2,,,$630000
45,Rontez Miles\MileRo00,30,FS,,,203,6-0,California (PA),11/25/1988,5,,,$1907000
2,Jason Myers\MyerJa00,27,K,7,0,190,5-10,Marist,5/12/1991,3,,,$705000
43,Parry Nickerson\NickPa00,24,CB,7,2,182,5-10,Tulane,10/11/1994,Rook,,New York Jets / 6th / 179th pick / 2018,$480000
17,Charone Peake\PeakCh00,26,WR,4,0,209,6-2,Clemson,10/16/1992,2,,New York Jets / 7th / 241st pick / 2016,$630000
98,Mike Pennel\PennMi00,27,DT,7,0,332,6-4,Arizona St.,5/9/1991,4,,,$1500000
56,Kevin Pierre-Louis\PierKe00,27,OLB,4,0,230,6-0,Boston Col.,10/7/1991,4,,Seattle Seahawks / 4th / 132nd pick / 2014,$1411765
29,Bilal Powell\PoweBi00,30,RB,7,7,204,5-10,Louisville,10/27/1988,7,,New York Jets / 4th / 126th pick / 2011,$4000000
79,Brent Qvale\QvalBr01,27,T,6,0,315,6-7,Nebraska,3/11/1991,4,,,$1907000
19,Andre Roberts\RobeAn00,30,WR,7,0,195,5-11,The Citadel,1/9/1988,8,,Arizona Cardinals / 3rd / 88th pick / 2010,$915000
27,Darryl Roberts\RobeDa00,28,CB,7,3,182,6-0,Marshall,11/26/1990,2,,New England Patriots / 7th / 247th pick / 2015,$705000
30,Rashard Robinson\RobiRa00,23,CB,2,0,177,6-2,LSU,7/23/1995,2,,San Francisco 49ers / 4th / 133rd pick / 2016,$481764
39,Kacy Rodgers\RodgKa00,26,LB,,,220,6-2,,4/2/1992,Rook,,,
72,Brandon Shell\ShelBr00,26,OT,7,7,324,6-5,South Carolina,2/6/1992,2,,New York Jets / 5th / 158th pick / 2016,$630000
97,Nathan Shepherd\ShepNa00,25,DT,7,4,315,6-4,Fort Hays St.,9/10/1993,Rook,,New York Jets / 3rd / 72nd pick / 2018,$480000
41,Buster Skrine\SkriBu00,29,DB,5,3,185,5-9,Tenn-Chattanooga,4/26/1989,7,,Cleveland Browns / 5th / 137th pick / 2011,$8000000
85,Neal Sterling\SterNe00,26,WR,4,3,257,6-4,Monmouth,1/14/1992,3,,Jacksonville Jaguars / 7th / 220th pick / 2015,$1907000
83,Eric Tomlinson\TomlEr01,26,TE,7,6,263,6-6,Texas-El Paso,4/22/1992,2,,,$630000
92,Leonard Williams\WillLe02,24,DT,7,7,302,6-5,USC,6/20/1994,3,,New York Jets / 1st / 6th pick / 2015,$2975572
54,Avery Williamson\WillAv00,26,ILB,7,7,246,6-1,Kentucky,3/9/1992,4,,Tennessee Titans / 5th / 151st pick / 2014,$4000000
67,Brian Winters\WintBr00,27,OG,7,7,320,6-4,Kent St.,7/10/1991,5,,New York Jets / 3rd / 72nd pick / 2013,$7000000
,Team Total,25.9,,7,,241.8,6-2.1,,,3.3,,,
