No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
82,Richard Rodgers\RodgRi00,26,TE,,,257,6-4,California,1/22/1992,4,,Green Bay Packers / 3rd / 98th pick / 2014,$790000
73,Isaac Seumalo\SeumIs00,25,OG,7,3,303,6-4,Oregon St.,10/29/1993,2,,Philadelphia Eagles / 3rd / 79th pick / 2016,$664000
28,Wendell Smallwood\SmalWe00,24,RB,7,3,208,5-10,West Virginia,1/29/1994,2,,Philadelphia Eagles / 5th / 153rd pick / 2016,$630000
43,Darren Sproles\SproDa00,35,RB,1,1,190,5-6,Kansas St.,6/20/1983,13,,San Diego Chargers / 4th / 130th pick / 2005,$1015000
7,Nate Sudfeld\SudfNa00,25,QB,,,227,6-6,Indiana,10/7/1993,1,,Washington Redskins / 6th / 187th pick / 2016,$630000
39,Chandon Sullivan\SullCh00,22,CB,,,194,5-11,Georgia St.,8/7/1996,Rook,,,$129200
37,Tre Sullivan\SullTr01,24,S,3,0,200,6-0,,12/21/1994,Rook,,,$121600
75,Josh Sweat\SweaJo00,21,DE,3,0,250,6-5,Florida St.,3/29/1997,Rook,,Philadelphia Eagles / 4th / 130th pick / 2018,$480000
72,Halapoulivaati Vaitai\VaitHa00,25,OT,7,0,320,6-6,TCU,6/16/1993,2,,Philadelphia Eagles / 5th / 164th pick / 2016,$630000
14,Mike Wallace\WallMi00,32,WR,2,2,200,6-0,Mississippi,8/1/1986,9,,Pittsburgh Steelers / 3rd / 84th pick / 2009,$915000
67,Chance Warmack\WarmCh00,27,OG,2,0,323,6-2,Alabama,9/14/1991,5,,Tennessee Titans / 1st / 10th pick / 2013,$1000000
11,Carson Wentz\WentCa00,26,QB,5,5,237,6-5,North Dakota St.,12/30/1992,2,,Philadelphia Eagles / 1st / 2nd pick / 2016,$630000
61,Stefen Wisniewski\WisnSt01,29,OL,7,4,305,6-3,Penn St.,3/22/1989,7,,Oakland Raiders / 2nd / 48th pick / 2011,$2500000
48,Paul Worrilow\WorrPa00,28,LB,,,230,6-0,Delaware,5/1/1990,5,,,$790000
,Team Total,26.7,,7,,240.2,6-1.6,,,4.1,,,
