No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
88,Mike Thomas\ThomMi04,24,WR,1,0,189,6-1,Southern Miss,8/16/1994,2,,Los Angeles Rams / 6th / 206th pick / 2016,$630000
15,Kendal Thompson\ThomKe04,26,WR,,,196,6-2,,5/14/1992,Rook,,,$363000
95,Ethan Westbrooks\WestEt00,28,DE,7,0,287,6-4,West Texas A&M,11/15/1990,4,,,$1250000
77,Andrew Whitworth\WhitAn20,37,T,7,7,330,6-7,LSU,12/12/1981,12,,Cincinnati Bengals / 2nd / 55th pick / 2006,$1015000
27,Darious Williams\WillDa09,25,CB,,,187,5-9,Ala-Birmingham,3/15/1993,Rook,,,$480000
15,Nick Williams\WillNi02,28,WR,1,0,184,5-10,Connecticut,11/23/1990,5,,,$511176
52,Ramik Wilson\WilsRa00,26,ILB,7,4,238,6-2,Georgia,8/19/1992,3,,Kansas City Chiefs / 4th / 118th pick / 2015,$705000
17,Robert Woods\WoodRo02,26,WR,7,7,195,6-0,USC,4/10/1992,5,,Buffalo Bills / 2nd / 41st pick / 2013,$790000
49,Trevon Young\YounTr00,23,DE,2,0,259,6-4,Louisville,4/1/1995,Rook,,Los Angeles Rams / 6th / 205th pick / 2018,$480000
4,Greg Zuerlein\ZuerGr00,31,K,2,0,191,6-0,Missouri Western St.,12/27/1987,6,,St. Louis Rams / 6th / 171st pick / 2012,$2050000
,Team Total,26.1,,7,,235.5,6-1.7,,,3.4,,,
