No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Cap Hit
56,Reuben Foster\FostRe00,24,ILB,5,5,228,6-1,Alabama,4/4/1994,1,,San Francisco 49ers / 1st / 31st pick / 2017,$772684
15,Pierre Garcon\GarcPi00,32,WR,7,7,211,6-0,Mount Union,8/8/1986,10,,Indianapolis Colts / 6th / 205th pick / 2008,$6625000
65,Joshua Garnett\GarnJo00,24,OG,1,0,305,6-5,Stanford,2/21/1994,2,,San Francisco 49ers / 1st / 28th pick / 2016,$1295846
10,Jimmy Garoppolo\GaroJi00,27,QB,3,3,225,6-2,East. Illinois,11/2/1991,4,,New England Patriots / 2nd / 62nd pick / 2014,$6200000
76,Garry Gilliam\GillGa01,28,T,7,0,305,6-5,Penn St.,11/26/1990,4,,,$1750000
11,Marquise Goodwin\GoodMa00,28,WR,5,5,180,5-9,Texas,11/19/1990,5,,Buffalo Bills / 3rd / 78th pick / 2013,$1450000
9,Robbie Gould\gouldrob01,37,K,7,0,190,6-0,Penn St.,12/30/1981,13,,,$2000000
36,Marcell Harris\HarrMa03,24,S,,,208,6-0,Rutgers,6/9/1994,Rook,,San Francisco 49ers / 6th / 184th pick / 2018,$363000
13,Richie James\JameRi00,23,WR,4,1,185,5-9,Middle Tenn. St.,9/5/1995,Rook,,San Francisco 49ers / 7th / 240th pick / 2018,$480000
93,D.J. Jones\JoneD.01,23,DT,4,0,321,6-0,Mississippi,1/19/1995,1,,San Francisco 49ers / 6th / 198th pick / 2017,$555000
44,Kyle Juszczyk\JuszKy00,27,FB,7,7,240,6-1,Harvard,4/23/1991,5,,Baltimore Ravens / 4th / 130th pick / 2013,$2750000
85,George Kittle\KittGe00,25,TE,7,7,250,6-4,Iowa,10/9/1993,1,,San Francisco 49ers / 5th / 146th pick / 2017,$555000
47,Elijah Lee\LeexEl00,22,OLB,7,1,229,6-2,Kansas St.,2/8/1996,1,,Minnesota Vikings / 7th / 232nd pick / 2017,$555000
26,Greg Mabin\MabiGr00,24,CB,6,1,200,6-1,Iowa,6/25/1994,1,,,$555000
62,Erik Magnuson\MagnEr00,24,OT,3,0,305,6-4,Michigan,1/5/1994,1,,,$555000
54,Cassius Marsh\MarsCa00,26,DE,7,1,245,6-4,UCLA,7/7/1992,4,,Seattle Seahawks / 4th / 108th pick / 2014,$1100000
69,Mike McGlinchey\McGlMi00,24,OT,7,7,315,6-8,Notre Dame,8/29/1994,Rook,,San Francisco 49ers / 1st / 9th pick / 2018,$480000
28,Jerick McKinnon\McKiJe00,26,RB,,,205,5-9,Georgia Southern,5/3/1992,4,,Minnesota Vikings / 3rd / 96th pick / 2014,$4200000
90,Earl Mitchell\MitcEa99,31,DT,7,7,310,6-3,Arizona,9/25/1987,8,,Houston Texans / 3rd / 81st pick / 2010,$2250000
33,Tarvarius Moore\MoorTa00,22,S,7,0,200,6-2,Southern Miss,8/16/1996,Rook,,San Francisco 49ers / 3rd / 95th pick / 2018,$480000
36,Alfred Morris\MorrAl00,30,RB,7,1,224,5-10,Florida Atlantic,12/12/1988,6,,Washington Redskins / 6th / 173rd pick / 2012,$790000
31,Raheem Mostert\MostRa00,26,RB,7,0,197,5-10,Purdue,4/9/1992,3,,,$705000
4,Nick Mullens\MullNi00,23,QB,,,210,6-1,Southern Miss,3/21/1995,Rook,,,$129200
86,Kyle Nelson\NelsKy00,32,TE,7,0,240,6-2,New Mexico St.,10/3/1986,6,,,$975000
53,Mark Nzeocha\NzeoMa00,28,OLB,7,1,240,6-3,Wyoming,1/19/1990,3,,Dallas Cowboys / 7th / 236th pick / 2015,$705000
68,Michael Person\PersMi00,30,OL,7,7,300,6-4,Montana St.Montana St.,6/17/1988,7,,San Francisco 49ers / 7th / 239th pick / 2011,$915000
18,Dante Pettis\PettDa00,23,WR,4,1,195,6-1,Washington,10/23/1995,Rook,,San Francisco 49ers / 2nd / 44th pick / 2018,$480000
5,Bradley Pinion\PiniBr00,24,P,7,0,240,6-5,Clemson,6/1/1994,3,,San Francisco 49ers / 5th / 165th pick / 2015,$705000
30,Tyvis Powell\PoweTy01,24,FS,3,0,211,6-2,Ohio St.,2/16/1994,2,,,$129200
32,D.J. Reed\ReedD.00,22,CB,7,1,188,5-9,Kansas St.,11/11/1996,Rook,,San Francisco 49ers / 5th / 142nd pick / 2018,$480000
58,Weston Richburg\RichWe00,27,C,7,7,290,6-4,Colorado St.,7/9/1991,4,,New York Giants / 2nd / 43rd pick / 2014,$3000000
14,Tom Savage\SavaTo00,28,QB,,,230,6-4,PittsburghRutgers,4/26/1990,4,,Houston Texans / 4th / 135th pick / 2014,$511176
25,Richard Sherman\SherRi00,30,DB,5,5,195,6-3,Stanford,3/30/1988,7,,Seattle Seahawks / 5th / 154th pick / 2011,$2000000
51,Malcolm Smith\SmitMa02,29,OLB,5,1,225,6-0,USC,7/5/1989,7,,Seattle Seahawks / 7th / 242nd pick / 2011,$3000000
74,Joe Staley\StalJo20,34,T,7,7,315,6-5,Central Michigan,8/30/1984,11,,San Francisco 49ers / 1st / 28th pick / 2007,$8025000
95,Kentavius Street\StreKe00,21,DT,,,287,6-2,North Carolina St.,3/29/1997,Rook,,San Francisco 49ers / 4th / 128th pick / 2018,$363000
29,Jaquiski Tartt\TartJa00,26,SS,5,5,215,6-1,Samford,2/12/1992,3,,San Francisco 49ers / 2nd / 46th pick / 2015,$1021865
77,Jullian Taylor\TaylJu00,23,DT,1,0,280,6-5,Temple,1/30/1995,Rook,,San Francisco 49ers / 7th / 223rd pick / 2018,$480000
81,Trent Taylor\TaylTr02,24,WR,6,0,180,5-8,Louisiana Tech,4/30/1994,1,,San Francisco 49ers / 5th / 177th pick / 2017,$555000
94,Solomon Thomas\ThomSo00,23,DE,7,6,280,6-2,Stanford,12/20/1995,1,,San Francisco 49ers / 1st / 3rd pick / 2017,$555000
75,Laken Tomlinson\TomlLa01,26,OG,7,7,312,6-3,Duke,2/9/1992,3,,Detroit Lions / 1st / 28th pick / 2015,$1600941
20,Jimmie Ward\WardJi01,27,SS,5,3,193,5-11,Northern Illinois,7/18/1991,4,,San Francisco 49ers / 1st / 30th pick / 2014,$8526000
48,Fred Warner\WarnFr00,22,OLB,7,7,236,6-3,BYU,11/19/1996,Rook,,San Francisco 49ers / 3rd / 70th pick / 2018,$480000
97,Dekoda Watson\WatsDe99,30,LB,,,245,6-2,Florida St.,3/3/1988,8,,Tampa Bay Buccaneers / 7th / 217th pick / 2010,$1050000
24,K'Waun Williams\WillKW00,27,DB,7,5,185,5-9,Pittsburgh,7/12/1991,4,,,$1250000
23,Ahkello Witherspoon\WithAh00,23,CB,7,5,195,6-2,Colorado,3/21/1995,1,,San Francisco 49ers / 3rd / 66th pick / 2017,$638325
,Team Total,26.0,,7,,240.0,6-1.9,,,3.2,,,
